Anti,smiles,cas
0,CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,2016
0,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2.Cl,2015
0,CS(C)(=O)=O,2014
0,CS(=O)(=O)OCCCCOS(C)(=O)=O,2013
0,CS(=O)(=O)O.Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,2012
0,CS(=O)(=O)O.OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,2011
0,CS(=O)(=O)O.CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,2010
0,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,2009
0,CS(=O)(=O)Nc1c(O)ccc2C(CCCc12)C1=NCCN1,2008
0,CS(=O)(=O)N1CCOC2CCN(CCC12)C(=O)c1ccoc1,2007
0,CS(=O)(=O)N1CCOC2CCN(Cc3ccc[nH]3)CCC12,2006
0,CS(=O)(=O)N1CCO[C@H]2CCN(C[C@@H]12)C(=O)C1CC=CC1,2005
0,CS(=O)(=O)N1CCO[C@H]2[C@@H](CC[C@@H]12)OCC(=O)N1CCCC1,2004
0,CS(=O)(=O)N1CCCC11CCCN(C1)C(=O)c1c[nH]cn1,2003
0,CS(=O)(=O)N1CCC2(CC(C(=O)N3CCOCC3)c3ccccc23)CC1,2002
0,CS(=O)(=O)N1CC2CN(CC(C1)O2)C(=O)NCc1ccccc1,2001
0,CS(=O)(=O)N1Cc2ccccc2C2(CCN(CC2)C(=O)c2c[nH]cn2)C1,2000
0,CS(=O)(=O)N1C[C@H]2CC[C@@]3(N=C(NC3=O)c3ccccc3)[C@H]2C1,1999
0,CS(=O)(=O)N1C[C@@H]2[C@H](C1)c1ccccc1[C@@H]2N1CCOCC1,1998
0,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,1997
0,CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,1996
1,CS(=O)(=O)c1ccc(C(O)C(CF)NC(=O)C(Cl)Cl)cc1,2764
0,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1,1995
0,CS(=O)(=O)[O-].C[n+]1ccccc1C=NO,1994
0,COS(=O)(=O)[O-].COc1cc(N)cn[n+]1-c1ccccc1,1993
0,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,1992
0,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,1991
1,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,2763
0,COP(=O)(OC)OC=C(Cl)Cl,1990
0,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,1989
0,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,1988
1,CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN.CS(=O)(=O)O,2762
0,CON=C1CC2(CC3CC(CC=C(C)CC(C)C=CC=C4COC5C(O)C(C)=CC(C(=O)O3)C45O)O2)OC(C(C)=CC(C)C)C1C,1987
1,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1,2761
0,CON=C(C(=O)NC1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CSC12)c1ccco1,1986
1,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSC(=O)c3ccco3)CSC12)c1csc(N)n1.Cl,2760
1,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1.[Cl-],2759
1,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CSC12)c1csc(N)n1.O.O.O.[Na+].[Na+],2758
1,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1.[Na+],2757
1,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CSC12)c1csc(N)n1.[Na+],2756
0,CON(C)C(=O)N1N=C(S[C@@]1(CCCN)c1ccccc1)c1cc(F)ccc1F,1985
0,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,1984
0,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,1983
0,COCCNC(=O)[C@H]1CC[C@H]2[C@@H](CCN2c2ncc(F)cn2)O1,1982
0,COCCN1CCOCC11CCN(CC1)Cc1nc[nH]c1,1981
0,COCCN1CCN(C)C2(CCN(CC2)C(=O)c2csnn2)C1=O,1980
0,COCCN1CCc2cc(C(O)=O)c(nc2CC1)-c1ccnn1C,1979
0,COCCN1CCC2(C1)N(CCOC)S(=O)(=O)c1ccccc21,1978
0,COCCN1CCC2(C1)N(CCC(C)C)S(=O)(=O)c1ccccc21,1977
0,COCCN1CCC2(C1)N(CC1CC1)S(=O)(=O)c1ccccc21,1976
0,COCCN1CC2(CCN(CC2)S(=O)(=O)C2CC2)CCC1=O,1975
0,COCCN1CC2(CCN(CC2)C(=O)CC2CC2)COc2ccccc2S1(=O)=O,1974
0,COCCN1C2(CCN(CC3CC3)C2)c2ccccc2S1(=O)=O,1973
0,COCCN1C[C@@H]2C[C@@H]([C@@H](C1)O2)C(=O)Nc1ccccc1,1972
0,COCCN1C(=O)CC[C@]11CC[C@@H](CC1)NC(=O)c1ccncc1F,1971
0,COCCN1[C@@H]2CCN(CC[C@@H]2Oc2ccccc2S1(=O)=O)C(=O)CC1CC1,1970
0,COCCN(C)C(=O)c1ccc2nnc(C3CN(CC4CC4)CCN3C(C)C)n2c1,1969
0,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[n-]2)c1C.[Na+],1968
0,COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.O=C(O)C=CC(=O)O,1967
0,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1.O=C(O)C=CC(=O)O,1966
0,COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O,1965
0,COCCC(=O)c1c2ccccn2c2ncnc(N3CCN(C)CC3)c12,1964
0,COCC1N(CCc2c1nnn2C)C(=O)Cc1ccc(F)cc1OC,1963
0,COCC1C(=O)N(CC2CC2)CC11CCN(CC1)c1ncc(F)cn1,1962
0,COCC12CN(C=O)C3C4C(OC)C1C3(C(OC)CC2O)C1CC2(O)C(OC)C(O)C4(OC(C)=O)C1C2OC(=O)c1ccccc1,1961
0,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)C(NC(=O)C(=NOC)c3csc(N)n3)C2SC1,1960
0,COCC(=O)N1CCc2cc(C(O)=O)c(nc2CC1)-c1ccnn1C,1959
0,COCC(=O)N1CCC2(CCC2NS(=O)(=O)c2ccccc2)CC1,1958
0,COCC(=O)N1CCC2(CC1)COc1ccccc1S(=O)(=O)N(CC1CC1)C2,1957
0,COC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,1956
0,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,1955
0,COc1ncccc1CN1CCc2cc(C(O)=O)c(C)nc2CC1,1954
0,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,1953
0,COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,1952
0,COc1ccccc1S(=O)(=O)Nc1ccc2NC(=O)N(C)Cc2c1,1951
0,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12.O=P(O)(O)O,1950
0,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,1949
0,COc1ccccc1OCC(O)COC(N)=O,1948
0,COc1ccccc1OCC(O)CO,1947
0,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1.Cl.Cl,1946
0,COc1ccccc1O,1945
0,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1.Cl,1944
0,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,1943
0,COc1ccccc1CN1CCC2(CC1)CC(CCO2)NS(C)(=O)=O,1942
0,COc1ccccc1CN1CCC2(CC1)CC(CCO2)NS(=O)(=O)C1CC1,1941
0,COc1ccccc1-c1cc(=O)c2c(OC)cccc2o1,1940
0,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,1939
0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1.Cl,1938
0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1.Cl,1937
0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,1936
0,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(\CO)=N\NC(=O)CCCCCN1C(=O)C=CC1=O,1935
0,COc1cccc(OC)c1O,1934
0,COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[Na+],1933
0,COc1cccc(O)c1O,1932
0,COc1cccc(NC(=O)c2c3ccccn3c3ncnc(N4CCN(C)CC4)c23)c1,1931
0,COc1cccc(CN2CCC3(CCN(C3)S(=O)(=O)C3CC3)C2=O)c1,1930
0,COc1cccc(CN2CC[C@@]3(C[C@@H](C3)NS(=O)(=O)C3CC3)C2)c1,1929
0,COc1cccc(CN2C[C@@H]3C[C@@H]([C@@H](C2)O3)C(=O)Nc2ccccc2)c1,1928
0,COc1cccc(-c2cc(=O)c3cc(OC)ccc3o2)c1,1927
0,COc1cccc(C2(O)CCCCC2CN(C)C)c1.Cl,1926
0,COc1cccc(C=O)c1OC,1925
0,COc1cccc(C(=O)c2ccccc2)c1,1924
0,COc1ccc2nc3cc(Cl)ccc3c(Nc3cc(CN4CCCC4)c(O)c(CN4CCCC4)c3)c2n1.O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O,1923
0,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,1922
0,COc1ccc2cccc(CCNC(C)=O)c2c1,1921
0,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-],1920
0,COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1C(C2)N(C)CC3,1919
0,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C,1918
0,COc1ccc2cc(CCC(C)=O)ccc2c1,1917
0,COc1ccc2cc(C(C)C(=O)O)ccc2c1,1916
0,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,1915
0,COc1ccc2c3c([nH]c2c1)C(C)=NCC3,1914
0,COc1ccc2c(c1OC)C(=O)OC2C1c2cc3c(cc2CCN1C)OCO3,1913
1,COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C.Cl,2755
0,COc1ccc2c(c1O)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3,1912
0,COc1ccc2c(c1)OCc1c-2oc2cc(OC)ccc12,1911
0,COc1ccc2c(c1)OCC(Cc1ccc(OC)c(OC)c1)C2=O,1910
0,COc1ccc2c(c1)OCC(Cc1ccc(OC)c(O)c1)C2=O,1909
0,COc1ccc2c(c1)OCC(Cc1ccc(O)c(OC)c1)C2=O,1908
0,COc1ccc2c(c1)OCC(=Cc1ccc(OC)c(O)c1)C2=O,1907
0,COc1ccc2c(c1)OC1COc3cc(OC)c(OC)cc3C1C2=O,1906
0,COc1ccc2c(c1)OC1c3ccc(OC)cc3OCC21,1905
0,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,1904
0,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,1903
0,COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,1902
0,COc1ccc2c(c1)[nH]c1c(C)nccc12,1901
0,COc1ccc2c(C)cc(=O)oc2c1,1900
0,COc1ccc2c(=O)ccoc2c1,1899
0,COc1ccc2c(=O)cc(-c3ccccc3OC)oc2c1,1898
0,COc1ccc2c(=O)cc(-c3ccccc3)oc2c1OC,1897
0,COc1ccc2c(=O)c(OC)c(-c3ccccc3)oc2c1,1896
0,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,1895
0,COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2n1,1894
0,COc1ccc2[nH]c(cc2c1)C(=O)c1ccccc1,1893
0,COc1ccc(OC)c(C(O)CNC(=O)CN)c1.Cl,1892
0,COc1ccc(OC)c(C(O)C(C)N)c1.Cl,1891
0,COc1ccc(O)cc1,1890
0,COc1ccc(O)c(C(C)(C)C)c1,1889
0,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,1888
0,COc1ccc(-n2nc(CCC(=O)N(C)O)cc2-c2ccc(Cl)cc2)cc1,1887
0,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,1886
0,COc1ccc(COc2ccc(CC#N)cc2)cc1,1885
0,COc1ccc(CNc2nc(N3CCCC3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,1884
0,COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl.Cl,1883
0,COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC.Cl,1882
0,COc1ccc(CN2C3(CCN(C3)C(=O)N3CCOCC3)c3ccccc3S2(=O)=O)cc1,1881
0,COc1ccc(CN2C[C@@H]3C[C@@H]([C@@H](C2)O3)C(=O)Nc2ccccc2)cc1,1880
0,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1.Cl,1879
0,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1.O=C(O)C=CC(=O)O,1878
0,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,1877
0,COc1ccc(CCNC(=O)N2CC[C@H]3NS(=O)(=O)c4ccccc4O[C@H]3CC2)cc1,1876
0,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC.Cl,1875
0,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC.Cl,1874
1,COc1ccc(Cc2cnc(N)nc2N)cc1OC,2754
0,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,1873
0,COc1ccc(cc1)S(=O)(=O)Nc1c(C)cc(C)cc1C,1872
0,COc1ccc(CC(N)C(=O)NC2C(CO)OC(n3cnc4c(N(C)C)ncnc43)C2O)cc1.Cl.Cl,1871
0,COc1ccc(CC(=O)c2ccc(O)cc2O)cc1,1870
0,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1.Cl,1869
0,COc1ccc(-c2oc3cc(OC)c(OC)c(OC)c3c(=O)c2OC)cc1OC,1868
0,COc1ccc(-c2oc3cc(OC)c(OC)c(OC)c3c(=O)c2OC)cc1,1867
0,COc1ccc(-c2oc3c(CC=C(C)C)c(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)cc1,1866
0,COc1ccc(-c2nc3cc(C4=NNC(=O)CC4C)ccc3[nH]2)cc1,1865
0,COc1ccc(-c2coc3cc(OC)ccc3c2=O)cc1,1864
0,COc1ccc(-c2coc3cc(OC)ccc3c2=O)c(O)c1,1863
0,COc1ccc(-c2coc3cc(OC)cc(OC)c3c2=O)cc1,1862
0,COc1ccc(-c2coc3cc(OC(C)=O)cc(OC(C)=O)c3c2=O)cc1,1861
0,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,1860
0,COc1ccc(-c2coc3cc(O)ccc3c2=O)c(OC)c1OC,1859
0,COc1ccc(-c2coc3cc(O)ccc3c2=O)c(O)c1O,1858
0,COc1ccc(-c2coc3cc(O)cc(OC)c3c2=O)cc1,1857
0,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,1856
0,COc1ccc(-c2coc3c(OC)c(OC)cc(O)c3c2=O)cc1,1855
0,COc1ccc(-c2coc3c(O)c(O)c(OC)cc3c2=O)cc1,1854
0,COc1ccc(C2COc3c(ccc(O)c3OC)C2)c(OC)c1O,1853
0,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,1852
0,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,1851
0,COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F,1850
0,COc1ccc(-c2cc(=O)c3ccccc3o2)cc1,1849
0,COc1ccc(-c2cc(=O)c3c(OC)cc(OC)cc3o2)cc1,1848
0,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC,1847
0,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1OC,1846
0,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,1845
0,COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1O,1844
0,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,1843
0,COc1ccc(-c2cc(=O)c3c(O)cc(OC)cc3o2)cc1,1842
0,COc1ccc(-c2cc(=O)c3c(O)cc(OC)c(OC)c3o2)c(OC)c1,1841
0,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,1840
0,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1,1839
0,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(O)cc6o5)ccc4OC)c3o2)cc1,1838
0,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1,1837
0,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)c(OC)c3o2)cc1OC,1836
0,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)c(OC)c3o2)cc1,1835
0,COc1ccc(-c2c(O)c3c(OC)c4c(cc3oc2=O)OC(C)(C)C=C4)cc1,1834
0,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,1833
0,COc1ccc(C=O)cc1,1832
0,COc1ccc(C=CC(=O)O)cc1OC,1831
0,COc1ccc(C=CC(=O)Nc2ccccc2C(=O)O)cc1OC,1830
0,COc1ccc(C=CC(=O)c2ccccc2)cc1,1829
0,COc1ccc(C=CC(=O)c2ccc(O)cc2O)cc1,1828
0,COc1ccc(C=CC(=O)c2cc(O)ccc2O)cc1,1827
0,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1.Cl,1826
0,COc1ccc(C(C)C(=O)c2ccc(O)cc2O)cc1,1825
0,COc1ccc(C(C)=O)c(O)c1,1824
0,COc1ccc(C(=O)O)cc1OC,1823
0,COc1ccc(C(=O)O)cc1,1822
0,COc1ccc(C(=O)O)c(O)c1OC,1821
0,COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC,1820
0,COc1ccc(C(=O)N2CCCC2=O)cc1,1819
0,COc1ccc(C(=O)CCC(=O)O)c2ccccc12,1818
0,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,1817
0,COc1ccc(C(=O)c2ccccc2O)c(O)c1,1816
0,COc1ccc(C(=O)c2ccccc2)c(O)c1,1815
0,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1,1814
0,COc1ccc(C(=O)C=Cc2ccccc2)cc1,1813
0,COc1cc2occc2c2oc(=O)ccc12,1812
0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,1811
0,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O,1810
0,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC.Cl,1809
0,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC.Cl,1808
0,COc1cc2n(cc(C(O)=O)c(=O)c2cc1Cc1cccc(Cl)c1F)[C@H](CO)C(C)C,1807
0,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,1806
0,COc1cc2ccc(=O)oc2c2ccoc12,1805
0,COc1cc2ccc(=O)oc2c(OC)c1OC,1804
0,COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C.Cl.O.O.O.O.O.[Cl-],1803
0,COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1C(Cc1cccc(c1)Oc1ccc(c(O)c1)CC3N(C)CC2)N(C)CC4.Cl.Cl,1802
0,COc1cc2c(cc1OCCCN1CCCC1)N=C(N)C21CCC1,1801
0,COc1cc2c(cc1OC)Cc1cc(OC)c(OC)cc1Cc1cc(OC)c(OC)cc1C2,1800
0,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)CC1Cc3cc(OC)c(OC)cc31)CC2.Cl,1799
0,COc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3CN1CC2,1798
0,COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2.[Cl-],1797
0,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,1796
0,COc1cc2c(cc1OC)-c1c(oc3cc4c(cc3c1=O)CCO4)CO2,1795
0,COc1cc2c(cc1OC)-c1c(oc3c4c(ccc3c1=O)OC(C)(C)C=C4)CO2,1794
0,COc1cc2c(cc1OC)C1C(=O)c3ccc4oc(C(C)C)cc4c3OC1CO2,1793
0,COc1cc2c(cc1OC)C1C(=O)c3ccc4c(c3OC1CO2)CC(C(C)C)O4,1792
0,COc1cc2c(cc1OC)C1C(=O)c3ccc4c(c3OC1CO2)C=CC(C)(C)O4,1791
0,COc1cc2c(cc1OC)C1C(=O)c3c(O)cc4c(c3OC1CO2)C=CC(C)(C)O4,1790
0,COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,1789
0,COc1cc2c(cc1OC)C(C)NCC2,1788
0,COc1cc2c(cc1OC)C(=O)OC2,1787
1,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,2753
0,COc1cc2c(cc1O)CCNC2C,1786
0,COc1cc2c(cc1O)CC1c3c(cc(O)c(OC)c3-2)CCN1C,1785
0,COc1cc2c(cc1-c1coc3c4c(ccc3c1=O)OC(C)(C)CC4)OCO2,1784
0,COc1cc2c(cc1-c1coc3c4c(c(OC)cc3c1=O)OC(C)(C)CC4)OCO2,1783
0,COc1cc2c(cc1-c1cc3cc4ccoc4cc3oc1=O)OCO2,1782
0,COc1cc2c(cc1C=O)OCO2,1781
0,COc1cc2c(c3ccccc13)OC(C)(C)C=C2,1780
0,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,1779
0,COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1C(NC(C)=O)CC2,1778
0,COc1cc2c(=O)c(-c3ccc4c(c3)OCO4)coc2c2c1OC(C)(C)C=C2,1777
0,COC1CC(OC2C(C)OC(OC3C(C)=CCC4CC(CC5(C=CC(C)C(C6CCCCC6)O5)O4)OC(=O)C4C=C(C)C(O)C5OCC(=CC=CC3C)C45O)CC2OC)OC(C)C1O,1776
0,COC1CC(OC2C(C)=CCC3CC(CC4(CCC(C)C(C5CCCCC5)O4)O3)OC(=O)C3C=C(C)C(=NO)C4OCC(=CC=CC2C)C34O)OC(C)C1O,1775
0,COc1cc(OC)c2ccc(=O)oc2c1,1774
0,COc1cc(OC)c2c(OC)c(-c3ccc4c(c3)OCO4)c(=O)oc2c1,1773
0,COc1cc(OC)c2c(c1Cl)OC1(C2=O)C(O)=CC(=O)CC1C,1772
0,COc1cc(OC)c2c(c1)OC(c1ccccc1)CC2=O,1771
0,COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1,1770
0,COc1cc(OC)c2c(=O)c(OC)c(-c3ccccc3)oc2c1,1769
0,COc1cc(OC)c2c(=O)c(O)c(-c3ccc(OC)c(OC)c3)oc2c1,1768
0,COc1cc(OC)c(OC)cc1C=O,1767
0,COc1cc(OC)c(C(C)=O)c(O)c1C,1766
0,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1.Cl,1765
0,COc1cc(O)ccc1C(C)=O,1764
0,COc1cc(O)cc(OC)c1OC,1763
0,COc1cc(O)cc(O)c1C(=O)c1ccccc1,1762
0,COc1cc(O)c2c(c1)C(=O)c1cc(C)cc(O)c1C2=O,1761
0,COc1cc(O)c2c(=O)cc(C)oc2c1CC=C(C)C,1760
0,COc1cc(O)c2c(=O)c3cc(OC)c(OC)cc3oc2c1,1759
0,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,1758
0,COc1cc(O)c2c(=O)c(O)c(-c3ccccc3)oc2c1,1757
0,COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,1756
0,COc1cc(O)c(C(C)=O)c(OC)c1,1755
0,COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,1754
0,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,1753
0,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,1752
0,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,1751
0,COc1cc(ncn1)N1CCc2cc(C(O)=O)c(C)nc2CC1,1750
0,COc1cc(ncn1)N1C[C@H]2COC[C@@]2(COc2ncccc2F)C1,1749
0,COc1cc(NC(C)CCCN)c2ncccc2c1.O=P(O)(O)O.O=P(O)(O)O,1748
0,COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O,1747
1,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,2752
0,COc1cc(CC=Cc2ccccc2)c(OC)cc1O,1746
0,COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,1745
0,COc1cc(-c2coc3cc(OC4OC(CO)C(O)C(O)C4O)c(OC)c(O)c3c2=O)cc(O)c1OC,1744
0,COc1cc(-c2coc3cc(O)c(OC)c(O)c3c2=O)cc(O)c1OC,1743
